DATE,NVDA_PRC,NVDA_RET,NVDA_LOGRET,PLTR_PRC,PLTR_RET,PLTR_LOGRET,TSLA_PRC,TSLA_RET,TSLA_LOGRET,MSFT_PRC,MSFT_RET,MSFT_LOGRET,AAPL_PRC,AAPL_RET,AAPL_LOGRET,AMZN_PRC,AMZN_RET,AMZN_LOGRET,NFLX_PRC,NFLX_RET,NFLX_LOGRET,GOOGL_PRC,GOOGL_RET,GOOGL_LOGRET,DJI_PRC,DJI_RET,DJI_LOGRET,^GSPC_PRC,^GSPC_RET,^GSPC_LOGRET,^TNX_PRC,^TNX_RET,^TNX_LOGRET
2010-01-05,4.303080081939697,0.014602214263099489,0.01449662854812983,0.0,0.0,0.0,0.0,0.0,0.0,23.57999038696289,0.00032309189476276146,0.00032303971181635305,6.507526874542236,0.0017290435495687095,0.0017275504745839498,6.734499931335449,0.0058998892697967875,0.00588255307742247,7.3585710525512695,-0.036836232834096094,-0.03753182228015639,15.615365028381348,-0.00440365963913758,-0.004413384308169732,10572.0,-0.0011337868480725266,-0.0011344300706124244,1136.52001953125,0.0031156756258232665,0.003110831966759875,3.755000114440918,-0.022389993198149605,-0.02264445452692221
2010-01-06,4.3306074142456055,0.006397122940249744,0.006376748196289972,0.0,0.0,0.0,0.0,0.0,0.0,23.435279846191406,-0.00613700592734312,-0.0061559147502858735,6.404013156890869,-0.01590676760111709,-0.016034638045378857,6.612500190734863,-0.018115634693665172,-0.018281731831784498,7.617143154144287,0.03513890125493435,0.034535621823813756,15.221721649169922,-0.02520872092941584,-0.025531903649250065,10573.7001953125,0.0001608205933125717,0.00016080766306636463,1137.1400146484375,0.0005455206301101523,0.0005453718878234426,3.808000087738037,0.01411450643990464,0.014015824276529809
2010-01-07,4.245739459991455,-0.0195972403259127,-0.019791812487091054,0.0,0.0,0.0,0.0,0.0,0.0,23.191553115844727,-0.010399992316980522,-0.010454450140096494,6.392175674438477,-0.0018484475534931155,-0.0018501580408276652,6.5,-0.0170132608680289,-0.017159649127417742,7.485713958740234,-0.017254394822886487,-0.017404986654436794,14.867366790771484,-0.0232795518513349,-0.02355480079140948,10606.900390625,0.0031398843072190097,0.003134965164823811,1141.68994140625,0.00400120187417663,0.003993218354654715,3.822000026702881,0.0036764544753884465,0.00366971283513684
2010-01-08,4.254912853240967,0.0021606114402343835,0.0021582806759834483,0.0,0.0,0.0,0.0,0.0,0.0,23.351491928100586,0.006896425239695914,0.006872753669644016,6.434671878814697,0.006648159647138163,0.006626158093187007,6.676000118255615,0.027076941270094634,0.02671684661154039,7.614285945892334,0.017175647888867163,0.017029813941922267,15.065566062927246,0.013331161795159918,0.013243083782422005,10618.2001953125,0.0010653258040858038,0.001064758747249428,1144.97998046875,0.0028817272914287706,0.0028775830750955578,3.808000087738037,-0.0036629876679831197,-0.00366971283513684
2010-01-11,4.195276260375977,-0.014015937557819824,-0.014115088361882355,0.0,0.0,0.0,0.0,0.0,0.0,23.054460525512695,-0.01272001821136104,-0.012801610283203146,6.377908706665039,-0.008821455579816506,-0.008860594966673796,6.515500068664551,-0.024041349123433142,-0.024335059371661805,7.604286193847656,-0.0013132882210803443,-0.0013141513398213789,15.042793273925781,-0.0015115787157512495,-0.001512722303418812,10664.0,0.004313330305047325,0.004304054559225889,1146.97998046875,0.0017467554316374923,0.0017452316285844205,3.818000078201294,0.0026260478552659894,0.002622605816252621
2010-01-12,4.053063869476318,-0.03389821839454099,-0.034486086339207134,0.0,0.0,0.0,0.0,0.0,0.0,22.902135848999023,-0.006607167248398826,-0.006629091201432402,6.305360317230225,-0.011374949497003572,-0.011440139058479293,6.367499828338623,-0.022715100723843973,-0.022977063228986516,7.481429100036621,-0.016156295368056295,-0.016288231301931688,14.776777267456055,-0.017683950156439532,-0.017842179390143098,10627.2998046875,-0.00344150368646845,-0.00344743928244462,1136.219970703125,-0.009381166148364262,-0.00942544643894383,3.7190001010894775,-0.025929799655335928,-0.02627190366099197
2010-01-13,4.108113765716553,0.013582291819977499,0.013490879292047175,0.0,0.0,0.0,0.0,0.0,0.0,23.115394592285156,0.009311740384923661,0.009268653400436477,6.3943023681640625,0.01410578404072993,0.014007223239240307,6.45550012588501,0.013820227706130561,0.013725599220580254,7.708570957183838,0.030360757832498253,0.029908991241032634,14.69194221496582,-0.005741106531873652,-0.00575765003303319,10680.7998046875,0.0050342044529883,0.005021575213467244,1145.6800537109375,0.008325925658531075,0.008291456333360259,3.7829999923706055,0.017208897429817016,0.017062501509304218
2010-01-14,4.043886661529541,-0.015634207777546538,-0.015757710944633185,0.0,0.0,0.0,0.0,0.0,0.0,23.57999038696289,0.020098977450845545,0.019899659304937423,6.3572678565979,-0.0057917986097356655,-0.005808636119757571,6.367499828338623,-0.013631832674516842,-0.013725599220580254,7.284286022186279,-0.055040673213516356,-0.05661339285224409,14.761011123657227,0.004701142141782411,0.004690126284312868,10710.5,0.0027807089221414394,0.002776849903302292,1148.4599609375,0.0024264254383745687,0.0024234864214136564,3.7339999675750732,-0.012952689636360981,-0.013037307198301207
2010-01-15,3.9246129989624023,-0.02949480847270458,-0.02993852705477229,0.0,0.0,0.0,0.0,0.0,0.0,23.50382423400879,-0.003230118066384513,-0.0032353461590193255,6.251025199890137,-0.016711999416148537,-0.01685322048023763,6.35699987411499,-0.001648991677534517,-0.0016503527607931723,7.278571128845215,-0.0007845509256031447,-0.0007848588467442852,14.514514923095703,-0.016699140627735698,-0.016840143228886273,10609.7001953125,-0.009411307099341792,-0.009455873287794958,1136.030029296875,-0.010823130159869354,-0.010882126301208217,3.6760001182556152,-0.015532900327560606,-0.015654799772748085
2010-01-19,3.998013496398926,0.01870260773633703,0.018529864477434543,0.0,0.0,0.0,0.0,0.0,0.0,23.68662452697754,0.0077774702171338195,0.0077473816038118315,6.527559757232666,0.044238272683237545,0.043287693959319196,6.380499839782715,0.0036967069581697043,0.003689890929744255,7.314286231994629,0.004906883853600608,0.0048948843365062,14.705204963684082,0.013137885874845878,0.01305233236569281,10725.400390625,0.010905133338604323,0.010846101153511256,1150.22998046875,0.012499626599363545,0.012422151207736931,3.7070000171661377,0.00843305166302133,0.00839769213624586
